Respondent ID,Collector ID,Start Date,End Date,Custom Data 1,Custom Data 2,Custom Data 3,Topic,How confident are you in recalling facts about genetics?,How confident are you in understanding the core concepts in genetics?,How confident are you in understanding how genes relate to proteins?,How confident are you in understanding how genetic sequence errors relate to diseases?,How confident are you that you could understand genetics?,How important to you is it that you understand genetics?,How important do you think that an understanding of genetics will be for your career?,How much does genetics relate to other modules on your course?,"Do you prefer lectures that review the same material that is in the textbooks (A), or lectures that provide the ‘bigger picture’ and go beyond the set reading (B)?","How likely would you be to complete online multiple choice tests during the module to check your factual knowledge and understanding, even though it would not count towards your mark?","How much would you like to work in a group of three or four students to research and solve a practical problem during the module, even if it would not count towards your mark?","How much do you think the assessment should test your  factual knowledge, and how much should it test understanding and analysis?",How confident are you in reading material that contains novel technical terms or unfamiliar jargon?,How confident are you in understanding the recommended reading?,"How confident are you with everyday mental arithmetic, such as multiplication and division?",How confident are you with the sort of numerical calculations you need to do in your modules?,How confident are you in understanding the statistical tests reported in research papers?,How much of the recommended reading would you normally do each week?,How long would you expect to spend in reading a research paper for a discussion group or for the next lecture?,"How long would you expect to spend in reading a research paper to grasp the gist of its rationale, method, and discussion?","How long would you expect to spend in reading a research paper to fully understand its rationale, method, analysis and discussion?",COUNT
6427200006,162227386,03/10/2017 01:58,03/10/2017 02:00,191,2,10555308,2,24,49,,,74,81,41,22,100,59,73,16,87,92,100,100,92,4,2,1,2,19
6426800032,162227386,02/10/2017 21:29,02/10/2017 21:33,4661,3,10517986,1,16,16,,,14,92,59,75,80,90,63,70,38,30,56,22,11,3,3,3,4,19
6426780413,162227386,02/10/2017 21:10,02/10/2017 21:24,191,2,10556358,3,42,49,,,50,77,72,82,17,0,72,50,49,75,98,50,51,3,5,4,6,19
6426719881,162227386,02/10/2017 20:13,02/10/2017 20:55,191,4,10518294,2,19,64,,,31,16,17,50,33,53,53,50,54,52,41,48,29,2,3,2,4,19
6426523792,162227386,02/10/2017 19:32,02/10/2017 19:36,191,4,10500665,6,47,49,,,54,58,53,62,67,77,53,56,57,44,29,37,29,3,3,3,4,19
6426497614,162227386,02/10/2017 19:23,02/10/2017 19:28,191,2,10520454,2,68,57,,,59,62,50,78,40,42,64,51,73,65,78,77,70,4,3,4,3,19
6426469183,162227386,02/10/2017 19:10,02/10/2017 19:18,202,1,10587676,1,0,0,,,66,78,69,85,100,100,76,74,18,19,60,3,8,4,3,4,4,19
6426177439,162227386,02/10/2017 17:18,02/10/2017 17:25,4661,1,10582987,6,62,69,,,59,82,71,89,33,100,70,50,76,72,88,81,72,4,2,2,3,19
6426105973,162227386,02/10/2017 16:52,02/10/2017 17:01,191,4,10487875,4,34,25,,,41,64,45,34,43,57,22,49,20,24,75,58,28,3,4,4,6,19
6426049220,162227386,02/10/2017 16:24,02/10/2017 16:31,191,1,10575917,2,58,63,,,65,66,81,69,85,51,46,67,51,48,82,51,50,4,4,3,4,19
6426040309,162227386,02/10/2017 16:21,02/10/2017 16:27,191,1,400297,3,21,64,,,65,86,61,60,66,96,95,78,84,79,27,29,38,4,5,3,5,19
6425899057,162227386,02/10/2017 15:26,02/10/2017 15:30,191,1,10600268,3,37,47,,,58,90,79,57,83,87,82,52,56,73,89,83,88,5,3,1,2,19
6425708611,162227386,02/10/2017 14:18,02/10/2017 14:22,3370,1,10579545,1,17,69,,,72,99,60,51,99,100,99,50,43,45,51,51,29,3,3,3,4,19
6425607172,162227386,02/10/2017 13:39,02/10/2017 13:43,191,1,10588541,1,28,62,,,83,91,37,65,71,84,66,73,71,73,91,62,59,4,2,3,4,19
6425499078,162227386,02/10/2017 12:54,02/10/2017 12:59,3370,4,10402310,1,69,69,,,72,92,79,87,96,50,50,76,77,94,94,88,88,5,3,4,4,19
6425466503,162227386,02/10/2017 12:39,02/10/2017 12:45,191,4,10526094,2,6,50,,,100,100,0,27,84,96,52,74,71,73,84,100,70,2,3,2,3,19
6425439052,162227386,02/10/2017 12:25,02/10/2017 12:30,191,2,10559984,2,53,54,,,57,16,18,34,38,61,32,66,59,71,71,23,42,4,5,2,3,19
6425428893,162227386,02/10/2017 12:20,02/10/2017 12:23,191,4,10444016,2,76,69,,,64,18,0,60,100,32,60,100,93,61,79,76,56,1,1,1,3,19
6425396113,162227386,02/10/2017 12:03,02/10/2017 12:06,191,1,10580867,4,53,56,,,57,72,56,58,79,100,76,39,46,79,100,59,45,5,3,2,3,19
6425352546,162227386,02/10/2017 11:36,02/10/2017 11:42,191,3,10522069,1,74,63,,,57,61,61,61,75,41,51,48,21,61,60,39,37,3,2,3,4,19
6425335424,162227386,02/10/2017 11:26,02/10/2017 11:29,191,2,10552573,6,48,44,,,62,86,73,65,87,63,57,30,89,78,95,74,63,4,3,4,4,19
6425327934,162227386,02/10/2017 11:20,02/10/2017 11:25,191,1,10584632,6,33,50,,,64,66,73,76,98,98,98,62,71,79,99,67,76,4,4,4,5,19
6425315672,162227386,02/10/2017 11:13,02/10/2017 11:15,191,3,10523961,1,34,69,,,79,51,0,15,0,27,18,89,74,96,92,33,0,3,4,3,5,19
6425292079,162227386,02/10/2017 10:57,02/10/2017 11:01,191,4,10520382,4,29,50,,,50,39,44,40,61,42,0,47,55,56,67,80,33,4,2,2,3,19
6425289045,162227386,02/10/2017 10:55,02/10/2017 10:58,191,3,10440743,3,0,19,,,44,56,91,89,70,100,0,40,38,69,25,29,36,2,2,2,3,19
6425278424,162227386,02/10/2017 10:48,02/10/2017 10:52,191,1,10575550,6,57,55,,,63,86,60,59,74,77,26,51,65,75,76,58,56,4,3,3,4,19
6425267280,162227386,02/10/2017 10:41,02/10/2017 10:45,191,2,10523203,2,50,97,,,50,74,73,61,58,37,37,68,44,67,100,64,39,2,3,2,4,19
6425266088,162227386,02/10/2017 10:40,02/10/2017 10:56,191,1,10585028,4,24,59,,,52,40,58,26,59,63,40,60,27,59,97,95,97,4,3,2,2,19
6425245669,162227386,02/10/2017 10:26,02/10/2017 10:32,191,1,10599994,2,29,14,,,48,49,61,61,94,95,73,50,66,65,60,59,60,5,3,3,4,19
6425240608,162227386,02/10/2017 10:23,02/10/2017 10:28,3370,1,10558645,3,62,62,,,71,100,35,49,74,100,66,67,37,60,63,20,36,4,4,4,5,19
6425193761,162227386,02/10/2017 09:50,02/10/2017 09:53,191,4,10425423,4,55,59,,,94,100,64,64,62,0,0,66,73,67,72,74,100,1,1,2,2,19
6425158525,162227386,02/10/2017 09:26,02/10/2017 09:32,191,1,10575604,5,36,35,,,45,67,32,61,63,61,70,69,29,43,76,42,39,4,2,3,4,19
6425156614,162227386,02/10/2017 09:25,02/10/2017 09:30,191,1,10587563,3,50,49,,,0,72,51,66,76,82,100,51,48,69,100,37,32,2,2,3,3,19
6425156170,162227386,02/10/2017 09:25,02/10/2017 10:34,4661,1,10580766,2,45,62,,,84,97,53,88,82,100,100,79,70,79,47,35,36,4,3,4,5,19
6425142512,162227386,02/10/2017 09:16,02/10/2017 09:21,191,1,10581979,5,0,49,,,50,19,16,47,100,100,52,78,16,70,100,62,50,3,3,3,4,19
6425137761,162227386,02/10/2017 09:14,02/10/2017 09:17,191,2,10548412,3,51,67,,,71,75,50,65,72,50,50,69,50,50,40,44,36,5,3,2,3,19
6425126240,162227386,02/10/2017 09:06,02/10/2017 09:10,3370,2,10550757,3,4,5,,,3,50,64,50,1,69,0,100,23,79,98,97,99,3,4,3,5,19
6425115052,162227386,02/10/2017 09:00,02/10/2017 09:05,3370,2,10546201,2,37,86,,,86,100,74,76,76,67,90,11,35,83,65,47,47,4,2,2,3,19
6425086794,162227386,02/10/2017 08:44,02/10/2017 08:47,191,1,10575742,2,55,57,,,28,38,38,58,73,88,84,72,38,59,75,66,67,3,3,3,3,19
6425077869,162227386,02/10/2017 08:39,02/10/2017 08:43,191,4,10469315,2,19,63,,,76,28,3,29,77,100,76,72,32,75,100,100,80,4,3,3,4,19
6425066250,162227386,02/10/2017 08:33,02/10/2017 08:38,191,1,10585222,6,59,42,,,76,100,78,77,81,83,80,68,89,74,100,88,85,3,3,2,4,19
6425045434,162227386,02/10/2017 08:24,02/10/2017 08:27,191,2,10559813,6,18,22,,,26,99,81,50,50,100,75,50,17,27,27,38,20,3,3,2,4,19
6425024151,162227386,02/10/2017 08:07,02/10/2017 08:16,191,2,10551837,2,0,55,,,66,64,70,39,72,80,75,81,21,42,45,33,58,1,1,1,1,19
6425019591,162227386,02/10/2017 08:12,02/10/2017 08:15,191,3,10532538,3,20,49,,,30,67,63,65,61,18,13,30,64,61,38,60,59,3,3,3,4,19
6425018805,162227386,02/10/2017 08:12,02/10/2017 08:15,191,2,10558125,3,28,46,,,34,34,23,52,51,52,28,50,32,52,65,17,30,2,3,3,4,19
6425002316,162227386,02/10/2017 07:54,02/10/2017 08:09,191,4,10489096,4,50,50,,,50,100,98,58,50,87,33,50,39,50,89,71,50,3,3,3,3,19
6425001113,162227386,02/10/2017 08:03,02/10/2017 08:06,191,1,10569532,5,39,40,,,62,61,71,55,75,68,37,63,63,61,92,78,80,4,2,3,4,19
6424967807,162227386,02/10/2017 07:47,02/10/2017 07:51,4661,3,10518288,4,36,37,,,45,75,61,62,73,88,66,73,64,71,59,66,69,3,3,4,5,19
6424961506,162227386,02/10/2017 07:44,02/10/2017 07:46,191,4,10480424,3,50,56,,,45,55,36,37,34,60,24,57,57,73,56,45,56,4,3,4,3,19
6424849586,162227386,02/10/2017 06:35,02/10/2017 06:43,4661,5,10497055,6,46,47,,,76,57,53,48,66,44,44,47,49,53,47,47,52,3,3,1,2,19
6424813350,162227386,02/10/2017 06:05,02/10/2017 06:13,191,2,10552227,2,21,44,,,57,71,72,62,42,81,80,100,42,62,100,100,100,2,3,3,4,19
6424795940,162227386,02/10/2017 05:40,02/10/2017 05:44,202,4,10524332,6,37,64,,,40,61,62,69,75,78,29,62,45,47,32,60,65,4,3,2,3,19
6424586358,162227386,02/10/2017 00:35,02/10/2017 00:42,196,1,10582724,4,14,57,,,62,0,40,66,3,100,0,77,0,54,98,100,76,3,2,1,3,19
6424583519,162227386,02/10/2017 00:31,02/10/2017 00:35,191,1,10575077,4,66,67,,,85,98,63,70,100,100,48,72,58,71,44,27,16,4,3,4,3,19
6424558017,162227386,01/10/2017 23:55,02/10/2017 00:00,191,2,10553815,2,62,72,,,72,66,57,56,62,69,59,54,86,88,48,43,44,4,3,3,4,19
6424545457,162227386,01/10/2017 23:37,01/10/2017 23:42,196,4,10503709,5,35,71,,,71,39,25,51,18,77,73,50,99,99,100,99,99,5,6,1,4,19
6424543949,162227386,01/10/2017 23:34,01/10/2017 23:50,3370,1,10583335,3,97,99,,,93,75,71,69,100,78,70,97,75,74,96,71,78,3,2,3,4,19
6424532711,162227386,01/10/2017 23:14,01/10/2017 23:19,191,1,10580424,1,0,0,,,50,73,80,62,64,52,50,27,36,46,70,61,63,3,4,4,4,19
6424529316,162227386,01/10/2017 23:10,01/10/2017 23:15,191,2,10555438,5,10,11,,,91,10,5,40,47,94,1,50,6,61,98,99,88,1,1,1,2,19
6424515452,162227386,01/10/2017 22:47,01/10/2017 22:54,191,1,10596668,6,49,51,,,51,69,100,70,100,91,78,39,71,83,65,35,79,4,4,4,5,19
6424500937,162227386,01/10/2017 22:25,01/10/2017 22:27,191,1,10559003,5,21,46,,,52,54,29,47,75,52,37,68,50,65,75,73,66,3,3,3,3,19
6424499338,162227386,01/10/2017 22:22,01/10/2017 22:28,191,1,10555444,6,51,65,,,64,50,83,51,98,97,51,51,63,63,97,88,60,4,3,2,3,19
6424493069,162227386,01/10/2017 22:11,01/10/2017 22:15,191,2,10577662,4,61,67,,,84,79,80,83,8,62,55,70,74,77,82,74,78,3,4,4,5,19
6424491822,162227386,01/10/2017 22:09,01/10/2017 22:15,191,1,10582422,3,17,33,,,56,73,60,57,35,42,60,65,0,38,69,40,58,4,3,2,3,19
6424482583,162227386,01/10/2017 21:53,01/10/2017 21:59,191,1,10579399,1,50,50,,,50,64,40,56,80,50,35,50,43,56,61,45,50,3,4,3,4,19
6424475043,162227386,01/10/2017 21:43,01/10/2017 21:47,191,2,10530931,3,1,50,,,71,98,50,50,99,99,80,50,68,70,22,49,62,5,4,3,5,19
6424451404,162227386,01/10/2017 21:05,01/10/2017 23:42,191,1,10589157,3,57,40,,,31,100,63,59,76,92,61,64,8,55,67,65,57,3,3,3,4,19
6424450648,162227386,01/10/2017 21:06,01/10/2017 21:09,191,4,10125013,3,43,1,,,10,21,6,2,89,0,1,50,78,78,64,14,13,1,2,2,2,19
6424445029,162227386,01/10/2017 20:58,01/10/2017 21:02,3370,1,10581425,5,14,21,,,17,58,64,49,77,90,45,64,38,39,28,19,11,4,4,4,5,19
6424438390,162227386,01/10/2017 20:48,01/10/2017 20:51,191,2,10550996,3,37,49,,,58,35,38,46,32,100,73,37,56,54,100,75,73,3,3,1,1,19
6424437961,162227386,01/10/2017 20:47,01/10/2017 20:51,191,4,10540752,4,36,39,,,60,40,58,58,24,65,61,100,31,32,99,92,68,4,4,4,6,19
6424428953,162227386,01/10/2017 20:34,01/10/2017 20:36,191,4,10519218,4,43,30,,,32,100,100,100,0,68,20,30,55,64,36,41,9,4,3,2,3,19
6424426559,162227386,01/10/2017 20:29,01/10/2017 20:35,191,2,10548164,4,45,85,,,46,100,49,47,3,100,7,54,5,50,50,9,35,4,4,5,5,19
6424414645,162227386,01/10/2017 20:12,01/10/2017 20:18,191,4,10482762,2,17,50,,,50,26,30,42,50,94,77,78,72,72,81,82,26,3,2,2,3,19
6424412583,162227386,01/10/2017 20:09,01/10/2017 20:14,3370,4,10469494,1,18,59,,,32,88,88,69,85,75,67,38,31,72,79,58,10,3,1,1,2,19
6424405510,162227386,01/10/2017 19:59,01/10/2017 20:03,191,2,10547853,5,67,67,,,68,33,33,63,66,74,66,49,31,36,11,11,45,3,3,1,2,19
6424399165,162227386,01/10/2017 19:49,01/10/2017 19:54,191,1,10576468,3,24,2,,,41,68,20,61,94,80,17,24,26,36,65,63,65,2,2,1,2,19
6424398374,162227386,01/10/2017 19:48,01/10/2017 19:52,191,1,10580020,4,47,71,,,79,100,62,58,0,100,60,63,61,34,85,51,59,2,4,4,5,19
6424393728,162227386,01/10/2017 19:41,01/10/2017 19:48,191,1,10546467,2,0,0,,,33,99,100,40,100,69,61,62,36,26,39,22,26,4,5,6,5,19
6424391043,162227386,01/10/2017 19:38,01/10/2017 19:41,4661,2,10548111,3,20,30,,,34,70,35,65,0,72,100,66,42,65,33,37,37,3,3,4,4,19
6424374017,162227386,01/10/2017 19:14,01/10/2017 19:18,191,1,10577345,1,43,54,,,75,84,50,56,98,82,73,95,45,88,98,51,59,5,2,2,3,19
6424357474,162227386,01/10/2017 18:51,01/10/2017 18:56,191,1,10579257,6,73,78,,,46,100,54,56,73,100,100,44,25,63,69,42,26,4,3,4,4,19
6424357468,162227386,01/10/2017 18:52,01/10/2017 18:56,4661,5,10478140,3,26,0,,,25,93,94,87,100,99,51,51,39,79,75,63,63,4,2,2,3,19
6424356230,162227386,01/10/2017 18:50,01/10/2017 18:53,4661,4,10494012,2,61,43,,,50,100,52,61,0,27,2,65,35,65,61,54,43,5,2,1,4,19
6424355102,162227386,01/10/2017 18:47,01/10/2017 18:56,4661,1,10569842,2,56,92,,,90,66,31,50,80,67,73,65,84,86,94,91,90,3,3,1,3,19
6424349601,162227386,01/10/2017 18:39,01/10/2017 18:45,191,4,10433439,2,29,22,,,66,90,55,54,99,77,2,57,52,60,44,53,54,4,2,1,2,19
6424348758,162227386,01/10/2017 18:38,01/10/2017 18:44,191,1,10577977,1,27,33,,,59,100,61,62,63,63,70,62,37,57,100,88,61,4,3,3,4,19
6424343216,162227386,01/10/2017 18:31,01/10/2017 18:34,4661,4,10488116,2,64,40,,,81,30,16,52,100,88,0,70,100,100,100,100,86,3,2,1,2,19
6424336604,162227386,01/10/2017 18:21,01/10/2017 18:25,191,1,10576994,2,24,41,,,43,81,100,77,100,100,82,75,32,45,38,34,20,2,2,4,2,19
6424334432,162227386,01/10/2017 18:17,01/10/2017 18:26,191,2,10557577,4,50,83,,,86,79,36,67,18,66,0,37,19,41,100,76,72,3,3,2,4,19
6424334381,162227386,01/10/2017 18:17,01/10/2017 18:20,191,2,10549075,4,38,67,,,39,25,41,51,73,64,60,59,41,56,100,85,67,1,1,1,1,19
6424334286,162227386,01/10/2017 18:17,01/10/2017 18:22,191,2,10552407,4,29,85,,,50,69,84,63,49,35,89,100,80,80,70,78,66,2,4,3,5,19
6424334163,162227386,01/10/2017 18:17,01/10/2017 18:22,191,2,10547882,6,38,44,,,56,82,100,83,100,63,74,62,61,81,74,41,39,3,3,4,4,19
6424333233,162227386,01/10/2017 18:15,01/10/2017 18:26,191,1,10582217,3,29,65,,,41,78,56,50,50,62,19,50,34,50,67,37,39,2,2,2,3,19
6424333225,162227386,01/10/2017 18:16,01/10/2017 18:19,191,1,10575945,4,5,27,,,77,98,96,72,92,94,76,28,34,65,96,77,32,4,3,3,4,19
6424330577,162227386,01/10/2017 18:11,01/10/2017 18:15,191,4,10488036,1,51,98,,,100,72,59,63,7,52,2,62,100,100,72,74,68,5,3,3,3,19
6424328141,162227386,01/10/2017 18:08,01/10/2017 18:11,191,4,10466876,2,11,8,,,65,17,61,22,51,99,31,51,0,55,76,73,24,3,6,4,5,19
6424328099,162227386,01/10/2017 18:06,01/10/2017 18:13,191,2,10550395,6,55,57,,,61,50,62,44,70,73,42,50,57,53,84,46,47,5,3,3,4,19
6424327777,162227386,01/10/2017 18:07,01/10/2017 18:09,191,4,10487281,2,50,50,,,50,88,55,50,100,79,18,28,73,84,94,91,80,3,2,2,3,19
6424327030,162227386,01/10/2017 18:06,01/10/2017 18:12,191,2,10548392,2,51,95,,,93,94,96,95,77,78,67,50,63,81,75,74,60,4,2,1,2,19
6424325703,162227386,01/10/2017 18:03,01/10/2017 18:09,191,4,10326679,6,49,100,,,100,54,55,47,100,100,64,49,50,85,77,51,40,4,3,2,3,19
6424324912,162227386,01/10/2017 18:02,01/10/2017 18:07,191,1,10581919,6,50,92,,,87,90,91,53,89,89,10,55,49,51,10,9,52,4,4,4,4,19
6424323031,162227386,01/10/2017 18:00,01/10/2017 18:08,3370,4,10466939,2,13,50,,,50,35,60,39,66,29,0,40,33,50,17,25,26,2,3,2,3,19
6424321309,162227386,01/10/2017 17:56,01/10/2017 18:53,191,1,10550439,1,36,69,,,74,100,75,58,62,100,53,64,34,45,38,43,48,3,2,3,5,19
6424320628,162227386,01/10/2017 17:55,01/10/2017 17:59,191,2,10530178,6,44,66,,,64,71,80,64,35,99,70,71,39,53,71,71,59,3,2,4,6,19
6424319242,162227386,01/10/2017 17:53,01/10/2017 18:00,191,1,10553691,6,35,50,,,60,78,76,52,53,86,71,66,30,31,67,48,34,2,3,4,5,19
6424318675,162227386,01/10/2017 17:53,01/10/2017 17:59,191,2,10328894,2,39,54,,,75,60,59,44,100,77,62,64,72,76,80,76,60,2,1,2,2,19
6424318472,162227386,01/10/2017 17:52,01/10/2017 17:56,196,1,10456820,2,0,0,,,47,100,49,70,73,69,69,69,30,32,58,57,54,2,3,1,3,19
6422671119,162227386,29/09/2017 20:52,29/09/2017 20:57,3370,1,10542210,3,24,50,,,51,78,79,50,100,100,50,74,35,49,58,51,50,3,3,2,3,19
6422130727,162227386,29/09/2017 16:16,29/09/2017 16:22,191,4,10477585,4,51,80,,,95,100,81,81,100,100,0,100,84,84,72,79,78,4,3,3,4,19
6421813340,162227386,29/09/2017 14:02,29/09/2017 14:06,4661,3,10523707,2,29,48,,,52,78,32,32,65,62,12,63,43,64,65,40,34,2,3,2,3,19
6419407269,162227386,28/09/2017 13:05,28/09/2017 13:12,202,1,10578939,3,78,67,,,67,76,47,27,100,100,0,50,79,77,100,76,67,4,2,2,3,19
6417364012,162227386,27/09/2017 15:30,27/09/2017 15:34,191,1,10581687,4,51,56,,,75,81,80,63,0,84,84,16,40,40,100,100,71,5,2,3,4,19
6415173497,162227386,26/09/2017 17:10,26/09/2017 17:13,191,3,10525421,4,69,65,,,84,56,28,33,27,66,10,22,53,32,98,75,84,2,1,2,2,19
6415134612,162227386,26/09/2017 16:46,26/09/2017 16:58,191,4,10468227,1,32,26,,,23,80,71,70,31,59,22,50,62,59,95,27,8,2,2,2,3,19
6414425209,162227386,26/09/2017 12:09,26/09/2017 12:12,191,4,10469846,4,16,66,,,77,70,76,66,0,100,21,24,31,63,99,100,100,2,1,2,2,19
6414323051,162227386,26/09/2017 11:06,26/09/2017 11:10,191,1,10583194,3,0,0,,,0,26,62,53,79,100,0,22,59,39,59,52,33,3,1,2,2,19
6414142381,162227386,26/09/2017 08:45,26/09/2017 08:49,191,2,10548251,4,75,84,,,81,100,41,76,57,66,30,62,64,80,100,76,58,2,2,1,3,19
6413385770,162227386,25/09/2017 21:55,25/09/2017 22:02,191,1,10578740,5,29,55,,,83,78,100,72,52,100,100,76,22,54,74,72,36,3,3,3,4,19
6413195862,162227386,25/09/2017 09:56,25/09/2017 20:39,191,1,10551746,6,34,34,,,34,44,45,45,74,57,10,28,28,61,21,21,22,4,3,4,5,19
6413189965,162227386,25/09/2017 20:17,25/09/2017 20:24,191,1,10576040,1,40,50,,,39,100,62,58,45,99,17,54,57,74,100,77,82,5,4,4,5,19
6413046363,162227386,25/09/2017 19:17,25/09/2017 19:21,191,1,10521882,3,24,25,,,25,68,69,49,51,73,50,51,34,51,49,50,51,4,4,3,4,19
6412859174,162227386,25/09/2017 18:01,25/09/2017 18:05,191,1,10586993,6,75,67,,,77,61,59,76,79,100,50,51,55,57,68,49,51,4,3,3,4,19
6412596987,162227386,25/09/2017 16:12,25/09/2017 16:15,3370,2,10526984,3,24,55,,,60,80,36,60,12,84,5,17,42,66,12,24,16,3,3,4,6,19
6412580595,162227386,25/09/2017 16:05,25/09/2017 16:08,4661,4,10450400,3,4,10,,,9,4,8,34,16,9,2,40,44,64,75,40,15,1,2,1,3,19
6412546645,162227386,25/09/2017 15:52,25/09/2017 15:57,191,4,10538938,4,69,69,,,69,62,46,26,4,63,5,64,53,47,87,89,46,1,1,2,4,19
6412219163,162227386,25/09/2017 13:39,25/09/2017 13:44,191,1,10547572,6,24,44,,,54,56,69,69,99,100,100,0,20,79,74,34,27,5,5,6,6,19
6412181454,162227386,25/09/2017 12:27,25/09/2017 12:30,191,1,10573016,1,49,99,,,50,98,99,50,97,91,35,50,74,95,99,99,99,4,3,2,3,19
6412089397,162227386,25/09/2017 11:38,25/09/2017 11:41,191,3,10528600,4,71,50,,,48,69,84,49,87,69,15,51,34,50,61,51,51,3,2,1,3,19
6411867805,162227386,25/09/2017 09:09,25/09/2017 09:11,191,2,10527960,1,15,31,,,15,27,22,69,71,70,78,66,60,64,73,73,66,3,3,3,3,19
6411611117,162227386,25/09/2017 06:52,25/09/2017 06:58,202,4,10482886,6,50,46,,,53,83,85,89,87,97,26,50,67,65,89,57,46,4,3,3,4,19
6411191540,162227386,24/09/2017 22:23,24/09/2017 22:28,191,1,10572573,2,1,1,,,1,80,80,63,2,98,60,50,58,59,44,34,44,3,3,2,3,19
6411083399,162227386,24/09/2017 19:38,24/09/2017 19:47,191,1,10584393,2,100,68,,,100,64,69,59,100,100,25,72,25,43,39,40,52,3,3,1,3,19
6410997862,162227386,24/09/2017 17:38,24/09/2017 17:54,3370,2,10553710,2,55,67,,,36,71,73,68,100,25,0,28,75,34,100,63,68,4,3,3,4,19
6410919066,162227386,24/09/2017 15:44,24/09/2017 15:53,191,2,10547122,5,27,50,,,65,81,51,62,59,78,37,65,37,56,79,54,34,2,2,3,3,19
6410886402,162227386,24/09/2017 14:57,24/09/2017 15:01,191,4,10418684,4,50,50,,,50,96,66,56,63,73,41,61,41,40,96,80,63,2,2,1,2,19
6410884499,162227386,24/09/2017 14:54,24/09/2017 14:59,191,2,10562746,3,27,23,,,50,65,50,79,74,99,65,70,65,70,72,50,50,4,3,3,4,19
6410814839,162227386,24/09/2017 13:05,24/09/2017 13:10,191,1,10576235,6,22,24,,,71,100,100,100,100,73,50,77,0,1,100,75,75,3,2,3,3,19
6410807058,162227386,24/09/2017 12:53,24/09/2017 12:56,191,1,10585555,3,0,0,,,53,72,58,54,61,85,71,73,69,71,33,45,61,4,3,2,4,19
6410728687,162227386,24/09/2017 10:36,24/09/2017 10:40,3370,2,10557040,2,1,2,,,3,99,84,79,96,99,99,3,15,53,42,45,36,2,4,4,4,19
6410573538,162227386,24/09/2017 04:58,24/09/2017 05:02,202,1,10556322,2,50,50,,,51,100,75,69,33,100,1,50,58,36,84,0,0,3,3,3,4,19
6410402822,162227386,23/09/2017 22:15,23/09/2017 22:19,4661,4,10500302,2,24,64,,,24,22,62,78,76,90,1,50,26,66,73,75,82,4,2,3,1,19
6410225008,162227386,23/09/2017 17:36,23/09/2017 17:39,191,2,10545842,6,60,77,,,91,71,59,57,100,100,0,66,61,83,57,58,69,4,2,1,2,19
6410144386,162227386,23/09/2017 15:57,23/09/2017 16:00,202,4,10497505,5,67,67,,,63,99,49,67,100,69,100,100,33,29,100,38,16,3,2,4,4,19
6410090878,162227386,23/09/2017 14:57,23/09/2017 15:00,191,2,10557255,2,3,50,,,50,65,71,28,9,37,31,59,22,35,80,62,57,2,2,2,3,19
6409056539,162227386,22/09/2017 17:28,22/09/2017 18:54,191,1,10588315,4,18,92,,,80,99,96,98,96,98,98,91,77,80,61,62,85,4,4,3,4,19
6409008898,162227386,22/09/2017 18:24,22/09/2017 18:26,191,4,10531486,3,4,34,,,7,18,0,0,0,70,25,68,66,67,64,66,73,2,2,3,5,19
6408651096,162227386,22/09/2017 15:41,22/09/2017 15:53,191,1,10579141,3,17,76,,,74,70,63,52,100,100,71,34,58,59,37,65,89,5,2,2,3,19
6408630206,162227386,22/09/2017 15:33,22/09/2017 15:49,191,1,10600282,4,45,65,,,65,59,38,63,50,75,67,63,77,51,88,79,77,4,3,3,4,19
6408372138,162227386,22/09/2017 13:47,22/09/2017 13:53,3370,1,10577257,6,100,100,,,100,64,75,91,66,29,69,51,62,74,85,95,91,4,4,2,4,19
6408268299,162227386,22/09/2017 13:02,22/09/2017 13:07,191,1,10575316,3,27,29,,,50,74,77,50,96,73,75,49,49,74,92,72,70,3,3,3,4,19
6408186655,162227386,22/09/2017 12:20,22/09/2017 12:23,191,1,10576627,4,54,54,,,75,53,53,53,76,69,50,58,50,50,100,85,73,3,3,4,4,19
6408157294,162227386,22/09/2017 12:04,22/09/2017 12:08,4661,2,10548020,2,35,66,,,66,100,50,61,10,85,0,81,50,76,100,100,77,3,3,2,3,19
6408118556,162227386,22/09/2017 11:41,22/09/2017 11:46,191,1,10527099,4,7,5,,,50,71,50,68,73,100,15,70,44,57,100,79,69,4,2,2,3,19
6408118039,162227386,22/09/2017 11:41,22/09/2017 11:48,191,1,10584476,3,12,11,,,53,62,66,50,96,91,74,49,62,77,77,81,82,4,4,4,5,19
6408078267,162227386,22/09/2017 11:15,22/09/2017 11:20,3370,1,10581580,3,37,59,,,62,50,65,57,25,100,64,50,78,67,83,71,90,4,3,1,4,19
6408022172,162227386,22/09/2017 10:33,22/09/2017 10:38,191,1,10575887,3,4,22,,,70,81,83,76,82,100,65,65,60,73,93,63,62,4,3,3,5,19
6407998232,162227386,22/09/2017 10:11,22/09/2017 10:18,196,1,10583040,1,11,51,,,39,74,51,51,74,99,35,74,33,30,50,10,40,4,3,4,4,19
6407942505,162227386,22/09/2017 09:28,22/09/2017 09:32,4661,1,10585822,1,11,12,,,87,92,95,94,100,100,100,100,71,75,76,49,52,5,3,4,5,19
6407920007,162227386,22/09/2017 09:11,22/09/2017 09:16,4661,2,10556882,4,69,72,,,69,62,47,71,47,56,4,42,46,45,35,50,49,4,6,4,6,19
